bigram_Words,count
regulatory agency condition,2
agency condition scenario,2
implication scenario buy,2
scenario buy multiple,2
buy multiple regulator,2
multiple regulator collaborate,2
regulator collaborate external,2
collaborate external service,2
service provider regulatory,2
provider regulatory topic,2
regulatory topic dealing,2
topic dealing emerging,2
dealing emerging risk,2
emerging risk cyber,2
risk cyber security,2
cyber security good,2
security good starting,2
good starting point,2
starting point solid,2
point solid track,2
record performance reliability,2
performance reliability demonstrated,2
reliability demonstrated externalisation,2
demonstrated externalisation business,2
externalisation business model,2
business model full,2
model full accountability,2
full accountability liability,2
accountability liability action,2
liability action remain,2
action remain financial,2
remain financial institution,2
institution critical mass,2
institution externalise regulatory,2
externalise regulatory process,2
regulatory process manageable,2
process manageable number,2
manageable number service,2
provider opportunity improve,2
opportunity improve clarity,2
improve clarity regulation,2
clarity regulation jurisdiction,2
regulation jurisdiction cost,2
jurisdiction cost compliance,2
cost compliance regulation,2
compliance regulation high,2
regulation high global,2
high global institution,2
global institution reduced,2
institution reduced standardised,2
reduced standardised data,2
standardised data simplifies,2
data simplifies supervision,2
simplifies supervision regulator,2
supervision regulator increased,2
regulator increased trust,2
increased trust financial,2
institution compliance level,2
compliance level increase,2
level increase opportunity,2
ecosystem ability respond,2
ability respond faster,2
respond faster easily,2
faster easily cheaply,2
easily cheaply regulatory,2
cheaply regulatory shift,2
regulatory shift freed,2
shift freed capacity,2
freed capacity compliance,2
capacity compliance process,2
compliance process focus,2
process focus core,2
focus core competency,2
core competency higher,2
competency higher consistent,2
higher consistent level,2
consistent level regulatory,2
level regulatory compliance,2
regulatory compliance formalisation,2
compliance formalisation externalisation,2
formalisation externalisation provider,2
externalisation provider core,2
provider core piece,2
core piece financial,2
piece financial ecosystem,2
financial ecosystem higher,2
ecosystem higher level,2
higher level clarity,2
level clarity regulation,2
clarity regulation opportunity,2
regulation opportunity unclear,2
opportunity unclear risk,2
unclear risk regulatory,2
risk regulatory capture,2
regulatory capture influenced,2
capture influenced externalised,2
influenced externalised compliance,2
externalised compliance model,2
compliance model amplification,2
model amplification compliant,2
amplification compliant activity,2
compliant activity unclear,2
activity unclear liability,2
unclear liability centralised,2
liability centralised externalisation,2
centralised externalisation provider,2
externalisation provider fail,2
provider fail decreased,2
fail decreased internal,2
decreased internal compliance,2
internal compliance expertise,2
compliance expertise financial,2
expertise financial institution,2
financial institution unintended,2
institution unintended consequence,2
unintended consequence risk,2
consequence risk investment,2
